1,1,0.12,15.0,16.68,29.509999999999998,1,1,1.0
1,2,54.06,61.33,122.22,57.81,1,1,1.0
1,3,96.73,0.33,229.0,62.120000000000005,1,1,1.0
1,4,314.7,0.0,393.39000000000004,111.4,1,1,1.0
2,1,0.12,19.6,8.88,21.4,1,1,1.0
2,2,32.6,58.1,122.22,56.24999999999999,1,1,1.0
2,3,96.25,0.33,229.01,62.120000000000005,1,1,1.0
2,4,315.71,0.0,393.39000000000004,111.45,1,1,1.0
3,1,0.12,19.6,3.48,21.4,1,1,1.0
3,2,17.98,55.33,114.32000000000001,55.47,1,1,1.0
3,3,95.78,0.33,228.99999999999997,62.120000000000005,1,1,1.0
3,4,314.72,0.0,392.5799999999999,111.7,1,1,1.0
4,2,2.34,51.07,110.96,55.46,1,1,1.0
4,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
4,4,313.56,0.0,393.04,111.8,1,1,1.0
5,2,0.0,48.25,92.9,54.489999999999995,1,1,1.0
5,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
5,4,312.4,0.0,393.5,111.4,1,1,1.0
6,2,0.0,48.25,78.0,54.489999999999995,1,1,1.0
6,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
6,4,311.5,0.0,393.0,110.5,1,1,1.0
7,2,0.0,42.3,59.37,51.0,1,1,1.0
7,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
7,4,311.0,0.0,392.6,111.0,1,1,1.0
8,2,0.0,40.11,42.7,51.0,1,1,1.0
8,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
8,4,310.05,0.47,392.59999999999997,110.63,1,1,1.0
9,2,0.0,40.11,26.9,51.0,1,1,1.0
9,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
9,4,310.53,0.95,392.6,109.55,1,1,1.0
10,2,0.0,40.11,12.4,51.0,1,1,1.0
10,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
10,4,310.29,0.95,391.91,109.45,1,1,1.0
11,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
11,4,310.05,0.29,392.15000000000003,109.41,1,1,1.0
11,5,873.01,184.13,86.99000000000001,82.79000000000002,1,1,1.0
12,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
12,5,823.48,171.23,136.51999999999998,82.80000000000001,1,1,1.0
12,4,309.52,0.26,392.53,109.74,1,1,1.0
13,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
13,5,778.0,162.41,180.64,97.69000000000003,1,1,1.0
13,4,309.98,0.33,392.12,108.57000000000001,1,1,1.0
14,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
14,5,736.6,148.16,223.39999999999998,120.73999999999998,1,1,1.0
14,4,310.43,0.4,391.96999999999997,109.0,1,1,1.0
15,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
15,4,310.89,0.47,390.40999999999997,109.73,1,1,1.0
15,6,0.0,156.98,32.18,87.54000000000002,1,1,1.0
15,5,701.96,140.01,257.3399999999999,120.79000000000002,1,1,1.0
16,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
16,4,310.82,0.51,390.78000000000003,109.58999999999999,1,1,1.0
16,6,0.0,162.4,52.5,93.0,1,1,1.0
16,5,661.25,135.26,257.33000000000004,113.95000000000002,1,1,1.0
17,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
17,4,311.08,0.26,389.92,108.94,1,1,1.0
17,6,0.68,163.08,71.5,104.49999999999997,1,1,1.0
17,5,619.17,126.44,257.34000000000003,113.94999999999999,1,1,1.0
18,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
18,4,311.34,0.0,390.66,108.96,1,1,1.0
18,6,0.68,165.76,92.52,115.44,1,1,1.0
18,5,584.56,121.01,252.55000000000007,107.18999999999998,1,1,1.0
19,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
19,4,310.61,0.63,390.99,109.27000000000001,1,1,1.0
19,6,0.68,173.9,116.91999999999999,120.20000000000002,1,1,1.0
19,5,550.64,117.62,247.10000000000002,99.74000000000001,1,1,1.0
20,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
20,4,310.54,0.67,391.10999999999996,108.13,1,1,1.0
20,6,0.68,179.3,140.72,126.30000000000001,1,1,1.0
20,5,514.67,110.15,234.93000000000006,99.73999999999998,1,1,1.0
21,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
21,4,311.15,0.71,391.23,109.59,1,1,1.0
21,6,0.68,188.1,167.22,131.79999999999998,1,1,1.0
21,5,485.49,106.8,224.71000000000004,94.95,1,1,1.0
22,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
22,4,310.4,0.75,391.1,109.05,1,1,1.0
22,6,0.0,195.6,195.0,138.6,1,1,1.0
22,5,458.35,102.05,219.25,91.55,1,1,1.0
23,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
23,4,310.33,0.79,390.67,110.21,1,1,1.0
23,6,14.93,205.78,211.26999999999998,143.36999999999998,1,1,1.0
23,5,427.13,97.3,214.47000000000003,86.8,1,1,1.0
24,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
24,4,310.26,0.83,390.74,110.07000000000001,1,1,1.0
24,6,33.93,216.64,227.57,152.16000000000003,1,1,1.0
24,5,405.41,90.51,198.19,86.8,1,1,1.0
25,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
25,4,310.19,0.87,391.21,109.92999999999999,1,1,1.0
25,6,59.04,224.78,239.76000000000002,160.32000000000002,1,1,1.0
25,5,376.91,90.51,193.38999999999993,80.68999999999998,1,1,1.0
26,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
26,4,310.12,0.91,391.67999999999995,109.89,1,1,1.0
26,6,83.47,234.28,255.33,170.52,1,1,1.0
26,5,353.16,84.4,187.23999999999995,80.69,1,1,1.0
27,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
27,4,310.05,0.95,392.15000000000003,109.25,1,1,1.0
27,6,112.66,247.19,268.89,181.36,1,1,1.0
27,5,336.19,78.98,171.61,80.67999999999999,1,1,1.0
28,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
28,4,310.05,0.95,392.15000000000003,109.02,1,1,1.0
28,6,144.56,260.76,294.64,194.24,1,1,1.0
28,5,309.05,74.23,171.59999999999997,80.67999999999999,1,1,1.0
29,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
29,4,310.05,0.95,392.15000000000003,108.78,1,1,1.0
29,6,176.46,274.33,315.03999999999996,211.17000000000002,1,1,1.0
29,5,288.01,72.87,164.79000000000002,74.53,1,1,1.0
30,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
30,4,310.05,0.95,392.15000000000003,108.55,1,1,1.0
30,6,214.46,288.58,339.43999999999994,221.32,1,1,1.0
30,5,271.04,72.19,157.35999999999996,70.41,1,1,1.0
30,7,864.19,177.34,67.17999999999995,69.22,1,1,1.0
31,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
31,4,310.05,0.95,392.15000000000003,108.32,1,1,1.0
31,6,249.07,311.3,379.53000000000003,227.90000000000003,1,1,1.0
31,5,250.01,68.8,157.35000000000002,69.00000000000001,1,1,1.0
31,7,818.01,153.01,141.79999999999995,95.03,1,1,1.0
32,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
32,4,310.05,0.95,392.15000000000003,108.08,1,1,1.0
32,6,296.72,328.0,395.28,211.5,1,1,1.0
32,5,230.74,63.73,153.26,69.0,1,1,1.0
32,7,771.41,147.94,188.59000000000003,95.03,1,1,1.0
33,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
33,4,310.05,0.95,392.15000000000003,107.85,1,1,1.0
33,6,348.5,348.9,418.0,190.60000000000002,1,1,1.0
33,5,215.3,59.18,144.2,69.00999999999999,1,1,1.0
33,7,723.28,137.94,234.89999999999998,103.25999999999999,1,1,1.0
34,3,95.31,0.33,229.0,62.120000000000005,1,1,1.0
34,4,310.55,0.62,392.15000000000003,107.85,1,1,1.0
34,6,405.74,369.8,440.65999999999997,170.2,1,1,1.0
34,5,200.76,57.37,139.65000000000003,66.24000000000001,1,1,1.0
