1,1,122.92,334.99,129.96999999999997,59.19999999999999,1,1,1.0
1,2,209.78,250.7,92.01000000000002,40.54000000000002,1,1,1.0
1,3,733.53,268.72,68.85000000000002,35.389999999999986,1,1,1.0
2,1,100.4,336.92,133.79999999999998,59.19999999999999,1,1,1.0
2,2,209.76,250.74,92.00999999999999,40.539999999999964,1,1,1.0
2,3,721.31,270.01,68.85000000000002,35.379999999999995,1,1,1.0
3,1,75.95,340.14,133.8,59.19999999999999,1,1,1.0
3,2,209.73,250.79,92.01000000000002,40.53,1,1,1.0
3,3,706.97,271.79,70.65999999999997,35.93000000000001,1,1,1.0
4,1,48.92,345.93,133.81,59.19999999999999,1,1,1.0
4,2,209.71,250.83,92.01000000000002,40.53,1,1,1.0
4,3,692.64,273.57,72.46000000000004,36.47000000000003,1,1,1.0
5,1,25.76,350.4,139.64000000000001,61.160000000000025,1,1,1.0
5,2,209.69,250.87,92.00999999999999,40.54000000000002,1,1,1.0
5,3,678.31,275.35,74.2700000000001,37.01999999999998,1,1,1.0
6,1,0.0,353.62,140.3,61.15999999999997,1,1,1.0
6,2,209.66,250.91,92.01000000000002,40.53999999999999,1,1,1.0
6,3,663.97,277.14,76.07999999999993,37.55000000000001,1,1,1.0
7,1,0.0,353.62,124.2,66.27999999999997,1,1,1.0
7,2,209.64,250.95,92.00999999999999,40.54000000000002,1,1,1.0
7,3,649.64,278.92,77.88999999999999,38.089999999999975,1,1,1.0
8,1,0.0,353.62,97.8,74.68,1,1,1.0
8,2,209.62,251.0,92.00999999999999,40.52999999999997,1,1,1.0
8,3,635.3,280.7,79.70000000000005,38.639999999999986,1,1,1.0
9,1,0.0,359.4,75.3,68.90000000000003,1,1,1.0
9,2,209.59,251.04,92.01000000000002,40.53,1,1,1.0
9,3,620.65,283.13,79.72000000000003,38.20999999999998,1,1,1.0
10,1,0.0,359.4,49.6,68.90000000000003,1,1,1.0
10,2,209.57,251.08,92.00999999999999,40.53999999999999,1,1,1.0
10,3,605.99,285.57,79.74000000000001,37.76999999999998,1,1,1.0
11,1,0.0,359.4,28.4,68.90000000000003,1,1,1.0
11,2,209.55,251.12,92.00999999999999,40.54000000000002,1,1,1.0
11,3,591.33,288.0,79.76999999999998,37.339999999999975,1,1,1.0
12,2,209.52,251.16,92.00999999999996,40.53999999999999,1,1,1.0
12,3,573.96,290.6,82.33999999999992,37.31,1,1,1.0
13,2,209.5,251.21,92.00999999999999,40.53,1,1,1.0
13,3,560.45,294.46,82.33999999999992,37.31,1,1,1.0
14,2,209.48,251.25,92.01000000000002,40.52999999999997,1,1,1.0
14,3,543.33,296.65,84.33999999999992,38.79000000000002,1,1,1.0
15,2,209.45,251.29,92.00999999999999,40.53999999999999,1,1,1.0
15,3,526.22,298.84,86.32999999999993,40.27000000000004,1,1,1.0
16,2,209.43,251.33,92.00999999999999,40.53999999999999,1,1,1.0
16,3,509.1,301.02,88.32999999999993,41.75999999999999,1,1,1.0
17,2,209.41,251.37,92.01000000000002,40.54000000000002,1,1,1.0
17,3,491.99,303.21,90.33000000000004,43.24000000000001,1,1,1.0
18,2,209.38,251.41,92.00999999999999,40.53999999999999,1,1,1.0
18,3,474.87,305.4,92.33000000000004,44.72000000000003,1,1,1.0
19,2,209.36,251.46,92.00999999999999,40.53,1,1,1.0
19,3,457.76,307.59,94.32000000000005,46.200000000000045,1,1,1.0
20,2,209.34,251.5,92.01000000000002,40.52999999999997,1,1,1.0
